,RunID,final_reward,max_reward,time_to_max_reward_sec,total_duration_sec,mean_policy_loss,mean_value_loss,mean_entropy,final_entropy,max_cpu_usage_percent,mean_cpu_usage_percent,max_ram_used_mb,mean_ram_used_mb,mean_cpu_frequency,max_cpu_frequency,max_gpu_usage_percent,mean_gpu_usage_percent,max_vram_used_mb,mean_vram_used_mb,max_game_cpu_usage_percent,mean_game_cpu_usage_percent,max_game_memory_usage_mb,mean_game_memory_usage_mb,id,os,cpu,physical_cores,system_ram_gb,gpu,GPU_ram_mb,cuda_version,training_type,game_name,batch_size,learning_rate,buffer_size,beta,epsilon,lambd,num_epoch,learning_rate_schedule,normalize,hidden_units,num_layers,vis_encode_type,reward_extrinsic_gamma,reward_extrinsic_strength,keep_checkpoints,max_steps,time_horizon,summary_freq
540,20251129-075208,0.0,0.5,273.2608948,1004.493347,0.011678583,0.002542418,2.1130831239,,16.79999924,13.7769230331,25377.5,19827.9807692308,2267.333252,2267.333252,2.5,0.4230769231,2079.0,2079.0,3.141547441,3.015823621,0.0,0.0,6388,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265700000,NVIDIA GeForce RTX 5080,16303.0,,ppo,GridFoodCollector,4096,4.2e-05,327680,0.005717,0.163,0.906,3.0,constant,False,128,2,simple,,,5,500000,1024,12000
541,20251129-080910,3.0,9.0,1109.233276,1264.890503,0.0371860726,0.0044585981,1.8377109649,1.535572648,16.70000076,13.1085365112,15540.0,15104.0975609756,2267.333252,2267.333252,0.5,0.012195122,2079.0,2079.0,3.11894846,2.5942808825,0.0,0.0,6389,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265700000,NVIDIA GeForce RTX 5080,16303.0,,ppo,GridFoodCollector,512,0.000191,20480,0.00461,0.234,0.947,8.0,constant,True,256,2,simple,,,5,500000,64,12000
542,20251129-083041,0.166666672,0.5,167.3519287,531.5714722,0.011032884,0.002220867,2.112876067,2.114656687,15.5,13.6346153115,20044.0,17419.4615384615,2267.333252,2267.333252,2.5,0.6923076923,2079.0,2079.0,3.089822054,2.9479983586,0.0,0.0,6390,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265700000,NVIDIA GeForce RTX 5080,16303.0,,ppo,GridFoodCollector,4096,9.1e-05,163840,0.004741,0.253,0.911,5.0,constant,False,32,1,simple,,,5,250000,1024,12000
543,20251129-083951,0.0,0.272727281,198.59758,219.3280487,0.020185642,0.002319256,2.1123664111,2.113350153,14.60000038,13.4499999287,17637.0,16269.5,2267.333252,2267.333252,2.5,0.5625,2079.0,2079.0,3.095507145,2.864644024,0.0,0.0,6391,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265700000,NVIDIA GeForce RTX 5080,16303.0,,ppo,GridFoodCollector,2048,8.9e-05,81920,0.000767,0.184,0.941,3.0,constant,True,256,3,simple,,,5,100000,512,12000
544,20251129-084344,0.0,0.166666672,63.82754517,230.7016144,0.01660075,0.006053147,2.112085342,,14.94999981,13.458333175,17518.0,16170.5833333333,2267.333252,2267.333252,0.5,0.0833333333,2080.0,2080.0,3.056346655,2.866493424,0.0,0.0,6392,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265700000,NVIDIA GeForce RTX 5080,16303.0,,ppo,GridFoodCollector,2048,0.000214,81920,0.005244,0.259,0.932,3.0,linear,True,32,3,simple,,,5,100000,1024,12000
545,20251129-084752,0.916666687,1.416666627,,251.9481506,0.0331851214,0.0016089414,2.1069325208,,16.39999962,14.32499981,15020.0,14913.25,2267.333252,2267.333252,0.0,0.0,2080.0,2080.0,2.728809357,2.6705865067,0.0,0.0,6393,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265700000,NVIDIA GeForce RTX 5080,16303.0,,ppo,GridFoodCollector,512,0.000239,10240,0.008844,0.229,0.914,5.0,constant,True,256,1,simple,,,5,100000,1024,12000
546,20251129-085222,36.0,44.0,2411.175781,2841.10376,0.035352157,0.0774211778,1.7036575208,1.388779759,18.14999962,13.679452021,16841.0,15806.1438356164,2267.333252,2267.333252,24.5,4.9657534247,2108.0,2088.8561643836,3.2626369,2.5609045761,0.0,0.0,6394,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265700000,NVIDIA GeForce RTX 5080,16303.0,,ppo,GridFoodCollector,512,4.2e-05,20480,0.002953,0.29,0.917,8.0,constant,False,512,2,simple,,,5,1000000,256,12000
547,20251129-094035,16.0,16.0,1397.442383,1397.442383,0.0354640272,0.0227166313,1.9677808634,1.805710316,17.29999924,13.5951219651,16890.0,16394.6219512195,2267.333252,2267.333252,24.5,14.5609756098,2103.0,2102.012195122,2.744654417,2.2063078416,0.0,0.0,6395,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265700000,NVIDIA GeForce RTX 5080,16303.0,,ppo,GridFoodCollector,512,0.000125,10240,0.008383,0.165,0.94,8.0,linear,False,256,3,simple,,,5,500000,128,12000
548,20251129-100436,1.0,1.0,161.3974762,1164.401367,0.0249623615,0.0025514762,2.1126421894,2.113181353,16.29999924,12.41951226,17104.0,15915.5365853659,2267.333252,2267.333252,19.0,15.1219512195,2370.0,2115.5731707317,2.862512112,2.533990011,0.0,0.0,6396,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265700000,NVIDIA GeForce RTX 5080,16303.0,,ppo,GridFoodCollector,1024,2.8e-05,40960,0.001915,0.122,0.942,4.0,linear,False,64,1,simple,,,5,500000,128,12000
549,20251129-102432,37.0,38.0,4152.043457,4931.459473,0.0245698745,0.0922817248,1.9221728128,1.629855633,22.20000076,12.9695783235,17102.0,16165.5662650602,2267.333252,2267.333252,19.0,15.3795180723,2124.0,2083.8855421687,3.062388659,2.5690997401,0.0,0.0,6397,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265700000,NVIDIA GeForce RTX 5080,16303.0,,ppo,GridFoodCollector,1024,0.000229,40960,0.008568,0.239,0.949,5.0,linear,True,64,3,simple,,,5,2000000,64,12000
550,20251129-114712,16.23529434,20.5,3898.912109,4796.777832,0.0123245299,0.005584874,1.870027782,1.510147691,18.35000038,12.4958715265,20947.0,17976.2293577982,2267.333252,2267.333252,21.0,10.2752293578,2267.0,2106.4633027523,3.249966383,2.6456751809,0.0,0.0,6398,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265700000,NVIDIA GeForce RTX 5080,16303.0,,ppo,GridFoodCollector,4096,0.000116,81920,0.001936,0.187,0.941,5.0,constant,True,128,1,simple,,,5,2000000,512,12000
551,20251129-130726,0.0,0.5,114.3461685,241.8171997,,,2.112085342,,16.64999962,14.383333365,24320.5,22099.9166666667,2267.333252,2267.333252,18.0,12.75,2694.0,2614.1666666667,2.532604933,2.3310425282,0.0,0.0,6399,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265700000,NVIDIA GeForce RTX 5080,16303.0,,ppo,GridFoodCollector,4096,0.000148,327680,0.001346,0.145,0.943,8.0,linear,False,256,3,simple,,,5,100000,2048,12000
552,20251129-131149,0.5,2.0,2255.321533,2550.555176,0.024782855,0.0009124925,2.1190437552,2.117826939,21.64999962,6.8843283298,24753.5,22486.4104477612,2267.333252,2267.333252,27.0,12.7313432836,4221.0,3844.2686567164,2.564971685,0.9106169591,0.0,0.0,6400,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265700000,NVIDIA GeForce RTX 5080,16303.0,,ppo,GridFoodCollector,1024,0.000234,81920,0.003617,0.115,0.936,3.0,constant,True,256,3,simple,,,5,1000000,256,12000
553,20251129-135451,0.75,1.416666627,1384.384033,1611.392212,0.0249894132,0.0028540766,2.1084949053,,17.75,10.023076956,24617.5,22265.6346153846,2267.333252,2267.333252,18.5,11.9807692308,4204.0,4008.1730769231,2.553200245,1.2290193988,0.0,0.0,6401,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265700000,NVIDIA GeForce RTX 5080,16303.0,,ppo,GridFoodCollector,1024,0.000142,81920,0.00804,0.156,0.933,8.0,constant,False,256,1,simple,,,5,500000,2048,12000
554,20251129-142203,10.75,12.75,,4670.688477,0.0247460413,0.0047200026,2.121421788,,21.95000076,13.6806930975,23307.0,21011.9405940594,2267.333252,2267.333252,15.0,4.1435643564,4166.0,2932.9405940594,2.757114887,2.4507081904,0.0,0.0,6402,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265700000,NVIDIA GeForce RTX 5080,16303.0,,ppo,GridFoodCollector,1024,0.000124,81920,0.008809,0.141,0.925,4.0,constant,True,64,3,simple,,,5,2000000,2048,12000
555,20251129-154014,,1.0,154.7905121,206.6368408,,,2.112085342,2.112085342,17.60000038,11.8937500713,24176.0,22302.125,2267.333252,2267.333252,20.0,10.0625,4206.0,4020.8125,2.638078213,1.8304568232,0.0,0.0,6403,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265700000,NVIDIA GeForce RTX 5080,16303.0,,ppo,GridFoodCollector,4096,1.3e-05,163840,0.001125,0.141,0.913,3.0,constant,False,32,3,simple,,,5,100000,64,12000
556,20251129-154405,,0.25,51.66405487,255.4335175,0.023257753,0.002746871,2.1117251516,2.109681368,9.5,6.0312500297,24043.0,22651.875,2267.333252,2267.333252,16.0,12.75,4166.0,4155.125,1.65685463,0.9112052395,0.0,0.0,6404,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265700000,NVIDIA GeForce RTX 5080,16303.0,,ppo,GridFoodCollector,1024,0.000151,81920,0.001274,0.157,0.939,4.0,constant,False,512,1,simple,,,5,100000,64,12000
557,20251129-154842,16.33333397,16.91666603,5941.968262,5941.968262,0.02576918,0.0044443025,1.9912704277,,19.70000076,10.2143564414,24251.5,22450.4108910891,2267.333252,2267.333252,31.0,10.8366336634,4187.5,3734.7277227723,2.644559383,1.490352047,0.0,0.0,6405,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265700000,NVIDIA GeForce RTX 5080,16303.0,,ppo,GridFoodCollector,1024,0.00029,40960,0.00777,0.247,0.935,8.0,constant,False,64,2,simple,,,5,2000000,2048,12000
558,20251129-172806,0.400000006,1.0,485.0236816,1244.693604,0.034370926,0.002179038,2.1178080298,2.104631186,30.89999962,10.5794118431,24224.0,22993.75,2267.333252,2267.333252,34.5,13.0588235294,4150.0,3999.7352941176,2.563290119,1.430188267,0.0,0.0,6406,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265700000,NVIDIA GeForce RTX 5080,16303.0,,ppo,GridFoodCollector,512,5.3e-05,40960,0.006027,0.279,0.932,3.0,constant,False,64,2,simple,,,5,500000,256,12000
559,20251129-174903,4.823529243,4.823529243,1632.878174,1632.878174,0.0188089636,0.0061798848,1.9665434445,1.734217286,19.45000076,15.2673077215,23532.0,22592.8076923077,2267.333252,2267.333252,5.0,3.4038461538,3020.0,3014.75,2.841806173,2.493406906,0.0,0.0,6407,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265700000,NVIDIA GeForce RTX 5080,16303.0,,ppo,GridFoodCollector,2048,0.000112,40960,0.000735,0.274,0.912,10.0,constant,False,512,2,simple,,,5,500000,512,12000
560,20251129-181640,-0.25,0.272727281,30.79624939,280.3803101,0.018170558,0.005045423,2.1140240032,,15.30000019,13.1333332067,23337.5,22252.9166666667,2267.333252,2267.333252,5.0,3.6666666667,3019.0,3017.3333333333,2.65689373,2.4714721442,0.0,0.0,6408,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265700000,NVIDIA GeForce RTX 5080,16303.0,,ppo,GridFoodCollector,2048,0.000185,40960,0.006482,0.285,0.937,10.0,linear,True,64,1,simple,,,5,100000,2048,12000
561,20251129-182139,0.333333343,2.083333254,6308.225098,6938.506836,0.0132283754,0.001690307,2.044364018,,32.75,16.2752474608,31531.5,24624.3217821782,2267.333252,2267.333252,26.0,9.5297029703,3033.5,2465.0742574257,2.680797815,2.452255321,0.0,0.0,6409,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265700000,NVIDIA GeForce RTX 5080,16303.0,,ppo,GridFoodCollector,4096,0.00012,327680,0.003497,0.238,0.92,10.0,constant,True,512,2,simple,,,5,2000000,1024,12000
562,20251129-201740,0.111111112,0.315789461,128.2268219,416.4399719,0.025516754,0.002529223,2.1125735173,2.114282131,21.95000076,21.0249999367,20830.0,19513.5,2267.333252,2267.333252,21.0,16.1666666667,2375.0,2360.8333333333,2.771463394,2.4326996273,0.0,0.0,6410,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265700000,NVIDIA GeForce RTX 5080,16303.0,,ppo,GridFoodCollector,1024,0.000288,81920,0.007289,0.153,0.942,10.0,linear,False,512,3,simple,,,5,100000,512,12000
563,20251129-202454,0.0,0.5,86.29821014,281.5533142,0.025989593,0.004905038,2.1136811673,2.115450144,41.5,23.40714264,21805.0,19600.9285714286,2267.333252,2267.333252,21.0,14.6428571429,3667.0,2524.7857142857,2.670235395,2.2322576939,0.0,0.0,6411,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265700000,NVIDIA GeForce RTX 5080,16303.0,,ppo,GridFoodCollector,1024,0.00029,40960,0.005892,0.159,0.949,4.0,linear,True,256,1,simple,,,5,100000,256,12000
564,20251129-203010,-0.083333336,0.333333343,,992.1132813,0.012039663,0.002730864,2.1128128123,2.11445117,16.29999924,13.3346151946,24641.5,22206.2692307692,2267.333252,2267.333252,18.5,13.2307692308,3638.5,3573.3846153846,1.38655901,1.1032822958,0.0,0.0,6412,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265700000,NVIDIA GeForce RTX 5080,16303.0,,ppo,GridFoodCollector,4096,5.5e-05,163840,0.005385,0.196,0.905,10.0,constant,True,512,2,simple,,,5,250000,1024,12000
565,20251129-204706,-0.5,1.0,206.9105377,2829.709717,0.0173944383,0.0028628841,2.1149410857,2.116129637,46.09999847,18.3067163923,22513.0,20705.0,2267.333252,2267.333252,22.5,15.328358209,3760.5,3056.0,2.790016174,1.9230140555,0.0,0.0,6413,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265700000,NVIDIA GeForce RTX 5080,16303.0,,ppo,GridFoodCollector,2048,5.8e-05,40960,0.003326,0.179,0.946,4.0,linear,False,64,1,simple,,,5,1000000,256,12000
566,20251129-213446,2.0,2.0,1266.233032,1422.528198,0.0174915865,0.0019917318,2.0926678878,2.059558153,36.20000076,23.2792684041,20820.0,19657.1463414634,2267.333252,2267.333252,21.0,5.6219512195,2524.0,2520.3902439024,2.971752167,2.5605957857,0.0,0.0,6414,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265700000,NVIDIA GeForce RTX 5080,16303.0,,ppo,GridFoodCollector,2048,0.000286,40960,0.004468,0.122,0.934,8.0,linear,False,128,3,simple,,,5,500000,64,12000
567,20251129-215934,0.157894731,0.888888896,655.5999756,672.5543823,0.0172311985,0.001774184,2.113012874,2.112891197,30.20000076,22.7624999683,20237.5,19214.625,2267.333252,2267.333252,10.5,7.5416666667,2519.0,2518.7083333333,2.886777401,2.5400979279,0.0,0.0,6415,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265700000,NVIDIA GeForce RTX 5080,16303.0,,ppo,GridFoodCollector,2048,0.000244,40960,0.007563,0.142,0.938,8.0,linear,True,64,3,simple,,,5,250000,512,12000
568,20251129-221127,,7.0,2596.083984,2835.328613,0.0343792805,0.0023596883,2.1141158529,2.090321064,37.20000076,15.8397590281,20940.0,19653.0963855422,2267.333252,2267.333252,29.0,13.8915662651,3813.0,3378.7469879518,2.762789726,1.5408555887,0.0,0.0,6416,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265700000,NVIDIA GeForce RTX 5080,16303.0,,ppo,GridFoodCollector,512,2.1e-05,20480,0.006154,0.276,0.915,4.0,constant,True,256,3,simple,,,5,1000000,64,12000
569,20251129-225918,25.0,25.0,6232.347656,6232.347656,0.0261449588,0.0484676681,1.2838076461,0.536959827,35.29999924,22.321686676,21133.0,18649.1174698795,2267.333252,2267.333252,32.0,9.3734939759,3752.0,2529.593373494,3.327421665,2.5342834409,0.0,0.0,6417,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265700000,NVIDIA GeForce RTX 5080,16303.0,,ppo,GridFoodCollector,1024,0.000272,40960,0.001781,0.235,0.93,10.0,constant,True,32,2,simple,,,5,2000000,128,12000
570,20251130-004423,2.166666746,2.166666746,,1469.632446,0.0250779338,0.0015277524,2.0839425416,,26.89999962,23.5788462708,15400.0,14652.9038461538,2267.333252,2267.333252,2.5,0.2884615385,2080.0,2077.7307692308,3.188384295,2.9626978544,0.0,0.0,6418,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265700000,NVIDIA GeForce RTX 5080,16303.0,,ppo,GridFoodCollector,1024,6.2e-05,40960,0.008558,0.259,0.928,10.0,linear,True,256,2,simple,,,5,500000,1024,12000
571,20251130-010911,,4.0,2609.092285,2845.507568,0.0249687572,0.0034028342,1.9770113804,1.86190927,29.5,23.2150602455,16649.0,15321.8915662651,2267.333252,2267.333252,1.0,0.0120481928,2083.0,2081.7289156627,3.289406538,2.969596722,0.0,0.0,6419,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265700000,NVIDIA GeForce RTX 5080,16303.0,,ppo,GridFoodCollector,1024,0.00019,81920,0.005761,0.266,0.932,10.0,linear,True,128,2,simple,,,5,1000000,64,12000
572,20251130-015656,1.315789461,2.0,193.7133331,722.4559326,0.0252530408,0.0038078244,2.0795922399,2.02683115,29.39999962,23.269999886,15506.0,14866.125,2267.333252,2267.333252,0.5,0.05,2083.0,2083.0,3.211172819,2.8162905692,0.0,0.0,6420,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265700000,NVIDIA GeForce RTX 5080,16303.0,,ppo,GridFoodCollector,1024,6.8e-05,40960,0.004079,0.217,0.94,10.0,constant,False,512,2,simple,,,5,250000,128,12000
573,20251130-020935,,1.0,2367.820801,2856.827637,0.012465208,0.0023424793,2.1261523977,2.144593716,28.79999924,22.9867470749,25728.0,20107.0120481928,2267.333252,2267.333252,4.0,0.078313253,2083.0,2083.0,3.26182723,3.0587263251,0.0,0.0,6421,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265700000,NVIDIA GeForce RTX 5080,16303.0,,ppo,GridFoodCollector,4096,6.4e-05,327680,0.009685,0.158,0.946,10.0,constant,False,128,1,simple,,,5,1000000,64,12000
574,20251130-025732,1.416666627,2.333333254,,2264.870361,0.0170140194,0.0021154273,2.115712077,,29.20000076,23.6411765227,18510.5,16399.1176470588,2267.333252,2267.333252,2.5,0.3823529412,2089.0,2087.5490196078,3.245174646,3.0494277337,0.0,0.0,6422,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265700000,NVIDIA GeForce RTX 5080,16303.0,,ppo,GridFoodCollector,2048,6.8e-05,81920,0.008382,0.239,0.908,4.0,constant,True,64,1,simple,,,5,1000000,1024,12000
575,20251130-033535,0.157894731,0.75,291.5646057,510.8183899,0.0338149645,0.002923511,2.1107264161,2.105275393,26.0,23.9333332383,15609.5,14946.4583333333,2267.333252,2267.333252,2.0,0.375,2089.0,2089.0,3.229705572,2.9128190518,0.0,0.0,6423,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265700000,NVIDIA GeForce RTX 5080,16303.0,,ppo,GridFoodCollector,512,0.000231,40960,0.004918,0.16,0.938,3.0,linear,True,512,1,simple,,,5,250000,512,12000
576,20251130-034444,0.25,0.416666657,142.4816284,256.774353,0.016854694,0.002789643,2.1143239335,,27.14999962,23.7999998733,16939.5,15574.4166666667,2267.333252,2267.333252,0.5,0.0833333333,2089.0,2089.0,3.144943476,2.958465298,0.0,0.0,6424,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265700000,NVIDIA GeForce RTX 5080,16303.0,,ppo,GridFoodCollector,2048,0.000273,81920,0.005595,0.192,0.936,3.0,constant,False,512,2,simple,,,5,100000,2048,12000
577,20251130-034919,19.75,30.0,4607.669434,4782.550781,0.0253471306,0.0602534958,1.6858152693,1.273697734,27.5,23.2302083043,15063.0,14723.7569444444,2267.333252,2267.333252,2.5,0.1145833333,2090.0,2090.0,3.303822994,2.8184943528,0.0,0.0,6425,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265700000,NVIDIA GeForce RTX 5080,16303.0,,ppo,GridFoodCollector,1024,0.000216,20480,0.004237,0.122,0.909,5.0,constant,True,256,3,simple,,,5,2000000,256,12000
578,20251130-050914,-0.151830912,1.302456975,25.17679024,228.6082916,0.012727042,0.018691573,1.9450422491,1.943696976,26.5,8.7916666586,15330.0,14836.1333333333,2267.333252,2267.333252,3.0,0.9166666667,2089.0,2089.0,0.72890991,0.3590541619,0.0,0.0,6426,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265700000,NVIDIA GeForce RTX 5080,16303.0,,ppo,PushBlock,4096,0.000273,327680,0.002799,0.104,0.939,5.0,linear,False,64,3,simple,,,5,500000,1024,12000
579,20251130-051318,-0.999925077,4.328000069,6.887913227,182.587738,0.0176098518,0.0111421112,1.9327733459,1.915392637,25.79999924,18.8200001077,14338.0,14239.9333333333,2267.333252,2267.333252,2.0,0.6666666667,2089.0,2089.0,0.537205875,0.375528137,0.0,0.0,6427,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265700000,NVIDIA GeForce RTX 5080,16303.0,,ppo,PushBlock,2048,0.000111,40960,0.000497,0.106,0.904,10.0,linear,True,128,2,simple,,,5,250000,256,12000
580,20251130-051631,-0.999600053,4.655200005,5.034674644,111.3611832,0.024391243,0.005318763,1.9457052528,1.945526719,23.0,15.7799999873,14404.0,14298.4666666667,2267.333252,2267.333252,9.0,1.5333333333,2090.0,2090.0,0.642706871,0.3800154537,0.0,0.0,6428,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265700000,NVIDIA GeForce RTX 5080,16303.0,,ppo,PushBlock,1024,2.9e-05,81920,0.009381,0.107,0.9,5.0,linear,False,64,3,simple,,,5,250000,256,12000
581,20251130-051836,0.413066626,4.709100246,30.5143528,800.355835,0.0159710273,0.0323032915,1.9008201979,1.822044134,20.29999924,7.3396825356,15258.0,14959.5396825397,2267.333252,2267.333252,1.0,0.9047619048,2090.0,2090.0,0.789748847,0.3559853409,0.0,0.0,6429,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265700000,NVIDIA GeForce RTX 5080,16303.0,,ppo,PushBlock,4096,0.000165,163840,0.00327,0.164,0.9,10.0,constant,True,64,2,simple,,,5,1000000,128,12000
582,20251130-053209,4.895149708,4.906809807,988.4711304,1099.906128,0.0188069651,0.1015274157,1.3539458991,0.711519778,27.70000076,10.1444444556,14544.0,14357.4965277778,2267.333252,2267.333252,6.0,0.8645833333,2090.0,2090.0,0.947307765,0.3236555976,0.0,0.0,6430,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265700000,NVIDIA GeForce RTX 5080,16303.0,,ppo,PushBlock,2048,0.00012,40960,0.008504,0.267,0.909,4.0,constant,True,256,3,simple,,,5,2000000,512,12000
583,20251130-055044,-0.56733346,0.964257061,7.550096989,69.14603424,,,1.9458888854,1.945888519,25.29999924,11.9399999779,14878.0,14531.4333333333,2267.333252,2267.333252,2.0,0.8,2090.0,2090.0,0.562903047,0.3850425023,0.0,0.0,6431,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265700000,NVIDIA GeForce RTX 5080,16303.0,,ppo,PushBlock,4096,7.9e-05,327680,0.0076,0.179,0.914,5.0,constant,False,32,3,simple,,,5,250000,2048,12000
584,20251130-055206,-0.636786759,4.566400051,4.595601559,715.7073975,0.0236796438,0.0053314553,1.9122025967,1.887217999,27.39999962,10.5523809139,14450.0,14332.6825396825,2267.333252,2267.333252,2.0,0.9047619048,2090.0,2090.0,0.698531628,0.3622985858,0.0,0.0,6432,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265700000,NVIDIA GeForce RTX 5080,16303.0,,ppo,PushBlock,1024,1.1e-05,81920,0.003924,0.173,0.922,10.0,linear,False,64,2,simple,,,5,1000000,512,12000
585,20251130-060413,0.53781426,1.189039946,1232.023193,1331.625854,0.0179478717,0.0167105316,1.9018449259,1.874566555,27.29999924,9.0262499909,14816.0,14623.3,2267.333252,2267.333252,5.0,0.9166666667,2090.0,2090.0,0.704169333,0.3531186553,0.0,0.0,6433,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265700000,NVIDIA GeForce RTX 5080,16303.0,,ppo,PushBlock,2048,6.4e-05,163840,0.000537,0.102,0.937,8.0,linear,False,64,1,simple,,,5,2000000,2048,12000
586,20251130-062638,4.807018757,4.914847374,1534.92395,1642.404419,0.0254733172,0.1981316488,1.3900762603,1.104897499,21.79999924,6.6485915654,14451.0,14276.3943661972,2267.333252,2267.333252,9.0,0.8908450704,2091.0,2091.0,0.701700807,0.3385822027,0.0,0.0,6434,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265700000,NVIDIA GeForce RTX 5080,16303.0,,ppo,PushBlock,1024,0.000223,40960,0.007236,0.232,0.915,10.0,linear,False,512,1,simple,,,5,2000000,64,12000
587,20251130-065413,1.682550073,4.650000095,4.67854023,75.01205444,0.0250666967,0.0081416207,1.9303240379,1.898946285,26.60000038,21.2714287207,14286.0,14254.7142857143,2267.333252,2267.333252,1.0,0.4285714286,2091.0,2091.0,0.444490105,0.2849759541,0.0,0.0,6435,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265700000,NVIDIA GeForce RTX 5080,16303.0,,ppo,PushBlock,1024,5.5e-05,20480,0.003149,0.171,0.914,8.0,constant,True,256,3,simple,,,5,100000,512,12000
588,20251130-065540,4.954054356,4.969233513,1034.98999,1101.733765,0.0171700999,0.1766905692,1.5667145899,1.030217528,14.30000019,6.3576388889,14507.0,14385.6006944444,2267.333252,2267.333252,5.0,0.8055555556,2093.0,2093.0,0.597239435,0.3067238076,0.0,0.0,6436,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265700000,NVIDIA GeForce RTX 5080,16303.0,,ppo,PushBlock,2048,0.000135,40960,0.004341,0.107,0.918,4.0,constant,False,256,3,simple,,,5,2000000,64,12000
589,20251130-071415,4.798001766,4.798001766,293.349762,293.349762,0.0256061656,0.1355495975,1.6137199591,0.982025445,20.60000038,8.3090909105,14369.0,14277.4242424242,2267.333252,2267.333252,2.0,0.8181818182,2094.0,2094.0,0.59215039,0.2857007572,0.0,0.0,6437,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265700000,NVIDIA GeForce RTX 5080,16303.0,,ppo,PushBlock,1024,9.6e-05,20480,0.006059,0.259,0.908,5.0,constant,True,256,3,simple,,,5,500000,128,12000
590,20251130-071927,-1.0,4.929999828,3.359582186,67.4367981,0.0340153485,0.0128646485,1.9403317124,1.92671597,11.5,7.860000038,14344.0,14281.6,2267.333252,2267.333252,1.0,1.0,2094.0,2094.0,0.513892174,0.3170633112,0.0,0.0,6438,Windows 11,AMD Ryzen 7 5700X 8-Core Processor,8,34265700000,NVIDIA GeForce RTX 5080,16303.0,,ppo,PushBlock,512,0.000213,40960,0.003192,0.215,0.947,10.0,linear,False,64,1,simple,,,5,100000,64,12000
