RunID,final_reward,max_reward,time_to_max_reward_sec,total_duration_sec,mean_policy_loss,mean_value_loss,mean_entropy,final_entropy,max_cpu_usage_percent,mean_cpu_usage_percent,max_ram_used_mb,mean_ram_used_mb,mean_cpu_frequency,max_cpu_frequency,max_gpu_usage_percent,mean_gpu_usage_percent,max_vram_used_mb,mean_vram_used_mb,max_game_cpu_usage_percent,mean_game_cpu_usage_percent,max_game_memory_usage_mb,mean_game_memory_usage_mb
20251123-031917/3DBall,1.1366852521896362,1.1727272272109983,10.440659523010254,37.06415939331055,,,1.4189382493495941,1.4189382791519165,3.299999952316284,2.135416656732559,10291.0,10198.333374023438,2267.333251953125,2267.333251953125,1.0,1.0,1113.0,1113.0,0.9746299386024476,0.6057845167815685,0.0,0.0
20251123-032004/3DBall,1.1482175588607788,1.2501959800720217,6.092535018920898,37.80073165893555,,,1.418938234448433,1.418938159942627,4.566666603088379,2.5374999791383743,10290.3330078125,10205.833251953125,2267.333251953125,2267.333251953125,1.0,1.0,1113.0,1113.0,0.8565776944160461,0.6538599468767643,0.0,0.0
20251123-032052/3DBall,1.1596986055374146,1.2382066249847412,49.175048828125,53.90878677368164,0.0185241401195526,0.086457721889019,1.418945237994194,1.4189860820770264,4.5333333015441895,2.660416692495346,10265.6669921875,10194.625,2267.333251953125,2267.333251953125,10.5,2.5,1113.0,1113.0,0.7863109707832336,0.6113843992352486,0.0,0.0
20251123-032155/3DBall,1.4509553909301758,1.4509553909301758,51.02849197387695,51.02849197387695,0.018218932673335,0.14433069527149195,1.4165776371955872,1.4129663705825806,5.766666889190674,2.781250014901161,10189.0,10165.5,2267.333251953125,2267.333251953125,1.3333333730697632,1.0000000074505806,1113.0,1113.0,0.8216918706893921,0.6375584080815315,0.0,0.0
20251123-032256/3DBall,1.1401869058609009,1.2450292110443115,80.0036849975586,124.70731353759766,0.01746777184307568,0.40435307621955874,1.416550439596176,1.4151402711868286,3.5999999046325684,2.1333333283662794,10188.6669921875,10174.350048828124,2267.333251953125,2267.333251953125,1.6666666269302368,1.0000000029802323,1114.0,1113.975,1.0235800743103027,0.6553082212805748,0.0,0.0
20251123-032521/3DBall,2.96928334236145,2.96928334236145,69.52843475341797,69.52843475341797,0.02512751985341305,0.16464243829250333,1.4195922166109085,1.414400339126587,3.900000095367432,2.6979166716337204,10142.3330078125,10138.291625976562,2267.333251953125,2267.333251953125,1.3333333730697632,1.0416666716337204,1114.0,1114.0,0.7683171629905701,0.5286469236016273,0.0,0.0
20251123-032640/3DBall,1.5265350341796875,1.5342856645584106,468.6304016113281,648.1541137695312,0.0127604259178042,0.1324063415328661,1.4175634269254753,1.415494680404663,5.233333110809326,2.230321280927543,10899.3330078125,10549.668709996235,2267.333251953125,2267.333251953125,8.5,1.0742971925850373,1114.0,1114.0,1.0881341695785522,0.645920495670962,0.0,0.0
20251123-033738/3DBall,18.21613121032715,23.357450485229492,241.5979461669922,258.95111083984375,0.03407106621236331,0.8206072446049714,1.3705387958666173,1.3360188007354736,12.600000381469728,3.365040668627111,10135.5,10128.414657964939,2267.333251953125,2267.333251953125,9.5,1.4065040640714692,1114.0,1114.0,1.110639214515686,0.653899271313737,0.0,0.0
20251123-034211/3DBall,2.346264362335205,2.346264362335205,54.25057220458984,54.25057220458984,0.03527351655066008,0.06593588553369042,1.4149494171142578,1.4089545011520386,4.0333333015441895,2.6687500029802322,10154.0,10146.604125976562,2267.333251953125,2267.333251953125,1.3333333730697632,1.0416666716337204,1115.0,1114.5625,0.7913175225257874,0.5666230842471123,0.0,0.0
20251123-034315/3DBall,1.418697476387024,1.418697476387024,53.55182647705078,53.55182647705078,0.01776770967990155,0.17191105335950846,1.4169522821903229,1.4131405353546145,2.366666555404663,1.9062499552965164,10208.6669921875,10182.604248046875,2267.333251953125,2267.333251953125,9.5,2.1041666716337204,1115.0,1114.9375,0.7271167635917664,0.5535039864480495,0.0,0.0
20251123-034419/3DBall,52.47895431518555,59.828582763671875,426.8662414550781,621.4663696289062,0.01691535833136484,0.44392733958860237,1.4087338892810315,1.383979082107544,6.5,2.8734939845211533,10242.0,10212.13049463479,2267.333251953125,2267.333251953125,2.0,1.1104417673076492,1115.0,1115.0,1.1712615489959717,0.7011376156146267,0.0,0.0
20251123-035450/3DBall,1.2971943616867063,1.2971943616867063,66.58875274658203,66.58875274658203,0.0248661637306213,0.24700826406478882,1.4190821796655655,1.417070388793945,5.9666666984558105,2.6791666746139526,10193.3330078125,10169.270874023438,2267.333251953125,2267.333251953125,1.0,0.9583333358168602,1115.0,1115.0,0.8478068113327026,0.606068778783083,0.0,0.0
20251123-035606/3DBall,1.230873703956604,1.230873703956604,114.6072769165039,114.6072769165039,0.03512317111546339,0.30871196633035486,1.4192477941513062,1.4180406332015991,7.400000095367432,2.826666682958603,10200.0,10181.0833984375,2267.333251953125,2267.333251953125,1.3333333730697632,1.0000000029802323,1115.0,1115.0,0.9313093423843384,0.6909306198358536,0.0,0.0
20251123-035815/3DBall,1.1299256086349487,1.1806082725524902,10.461389541625977,36.98845291137695,,,1.4189382493495941,1.4189382791519165,3.6666667461395264,2.2562499940395355,10322.3330078125,10232.4375,2267.333251953125,2267.333251953125,12.5,2.4791666716337204,1115.0,1115.0,0.881641149520874,0.6310689188539982,0.0,0.0
20251123-035903/3DBall,1.1998080015182495,1.2003830671310425,33.384613037109375,38.05003356933594,,,1.4189382642507553,1.4189382791519165,4.233333110809326,2.049999952316284,10314.3330078125,10228.0,2267.333251953125,2267.333251953125,10.0,2.1666666716337204,1116.0,1115.9375,0.8066538572311401,0.5814150609076023,0.0,0.0
20251123-035951/3DBall,1.4630341529846191,1.4630341529846191,55.53790664672851,55.53790664672851,0.0256130369380116,0.14916599914431566,1.419537603855133,1.419168472290039,4.733333110809326,2.4083332866430283,10184.3330078125,10178.270751953125,2267.333251953125,2267.333251953125,1.5,1.0208333358168602,1116.0,1116.0,1.0079375505447388,0.5671678557991982,0.0,0.0
20251123-040056/3DBall,15.326089859008787,19.523218154907227,288.5589599609375,300.00042724609375,0.027304398827254717,0.11030636106928186,1.3706948495492703,1.3017008304595947,6.25,2.3792682798897347,10323.0,10273.1259765625,2267.333251953125,2267.333251953125,2.0,1.0813008139773113,1116.0,1116.0,1.0590214729309082,0.6944367253198857,0.0,0.0
20251123-040632/3DBall,4.508837699890137,4.930151462554932,144.981689453125,153.05056762695312,0.018096580728888444,0.022509238868951738,1.3910815119743347,1.344500184059143,5.866666793823242,2.338333344459534,10226.3330078125,10203.474951171875,2267.333251953125,2267.333251953125,1.5,1.0500000059604644,1116.0,1116.0,1.074130296707153,0.6681114926934242,0.0,0.0
20251123-040931/3DBall,10.21428680419922,10.21428680419922,127.22620391845705,127.22620391845705,0.033688673656433785,0.5599722221493721,1.4167287409305573,1.4146379232406616,10.399999618530272,4.669166648387909,10146.6669921875,10140.783349609375,2267.333251953125,2267.333251953125,1.6666666269302368,0.9333333313465119,1116.0,1116.0,1.056841492652893,0.6175877675414085,0.0,0.0
20251123-041152/3DBall,94.15001678466795,100.00001525878906,520.7489013671875,990.5518188476562,0.013458428128311975,0.1629436950509746,1.385252413979496,1.3538283109664917,9.100000381469728,3.4668674655707488,10632.5,10502.90363210655,2267.333251953125,2267.333251953125,7.5,1.4216867484242084,1116.0,1116.0,1.1654568910598757,0.7128851514264761,0.0,0.0
20251123-042835/3DBall,3.4450759887695312,3.692000150680542,254.02999877929688,258.188232421875,0.017185915882388686,0.1911756284534931,1.4012578580437638,1.375831127166748,5.949999809265137,2.6081300770364155,10318.5,10276.207317073171,2267.333251953125,2267.333251953125,1.6666666269302368,1.0162601659937602,1117.0,1116.9878048780488,1.0716828107833862,0.6571192188960749,0.0,0.0
20251123-043320/3DBall,100.00001525878906,100.00001525878906,285.7850646972656,488.5943908691406,0.03573621793960527,0.18924076645635068,1.326328009007925,1.2391301393508911,10.050000190734863,3.7461847540843918,10291.5,10243.965867375753,2267.333251953125,2267.333251953125,5.5,1.4236947815102268,1117.0,1117.0,1.225318193435669,0.712709565119571,0.0,0.0
20251123-044139/3DBall,79.19334411621094,79.19334411621094,128.80010986328125,128.80010986328125,0.02566361105577508,0.48857498981735925,1.4070388317108153,1.3900816440582275,7.349999904632568,3.126666623353958,10231.0,10211.166650390625,2267.333251953125,2267.333251953125,2.0,1.0666666686534882,1117.0,1117.0,0.990603804588318,0.6586871311068535,0.0,0.0
20251123-044403/3DBall,1.2063461542129517,1.2169883251190186,23.684062957763672,66.88703918457031,0.0119427405297756,0.0365292318165302,1.4185093492269516,1.4160187244415283,4.866666793823242,2.6333333402872086,10326.3330078125,10256.354248046875,2267.333251953125,2267.333251953125,1.6666666269302368,1.0833333283662796,1117.0,1117.0,0.8510234355926514,0.6630172729492188,0.0,0.0
20251123-044520/3DBall,100.00000762939452,100.00000762939452,170.65921020507812,701.953369140625,0.034388778770031984,0.0579416367327212,1.2880197504916824,1.2279049158096311,8.100000381469727,3.275502013872905,10267.0,10228.048192771084,2267.333251953125,2267.333251953125,12.5,1.4056224901992154,1117.0,1117.0,1.122909665107727,0.6676531947520842,0.0,0.0
20251123-045712/3DBall,1.369958758354187,1.369958758354187,60.682674407958984,60.682674407958984,0.024617483839392624,0.2349614966660738,1.415799304842949,1.4136717319488523,4.0333333015441895,2.4104166477918625,10241.6669921875,10231.666748046875,2267.333251953125,2267.333251953125,1.0,0.9583333358168602,1118.0,1117.9375,1.0247355699539185,0.5996295288205147,0.0,0.0
20251123-045823/3DBall,2.079045057296753,2.079045057296753,565.0145263671875,565.0145263671875,0.0139379492029547,0.04987208234767113,1.4026694010539227,1.3641263246536257,6.066666603088379,2.256425693810704,10915.6669921875,10586.186782285391,2267.333251953125,2267.333251953125,1.6666666269302368,1.0321285178862423,1118.0,1118.0,1.0434824228286743,0.6459713168891079,0.0,0.0
20251123-050758/3DBall,92.47693634033205,100.00001525878906,149.119140625,382.4712219238281,0.035344943234866276,0.012085622798953049,1.2257872645447894,1.108852505683899,7.699999809265137,2.619105676325356,10275.5,10249.0,2267.333251953125,2267.333251953125,2.0,1.1788617895870674,1118.0,1118.0,1.1453872919082642,0.7059841548524252,0.0,0.0
20251123-051451/3DBall,1.149999976158142,1.2055768966674805,10.767141342163086,38.36587142944336,,,1.4189382791519165,1.4189382791519165,4.0,2.4979166835546494,10375.6669921875,10287.875122070312,2267.333251953125,2267.333251953125,5.5,1.5625,1118.0,1118.0,0.9687395691871644,0.6359088234603405,0.0,0.0
20251123-051540/3DBall,1.4297467470169067,1.4952380657196045,287.2967224121094,328.52618408203125,0.0126223806291818,0.0538532957434654,1.4140237220903722,1.4042208194732666,5.5,2.119918720024388,10862.3330078125,10493.845464939024,2267.333251953125,2267.333251953125,1.3333333730697632,0.9674796774619963,1118.0,1118.0,0.8535709381103516,0.6191593234131976,0.0,0.0
20251123-052120/3DBall,1.179657816886902,1.179657816886902,38.67755889892578,38.67755889892578,,,1.4189382642507553,1.4189382791519165,2.6666667461395264,2.0791666954755783,10380.0,10294.75,2267.333251953125,2267.333251953125,8.5,1.9583333358168602,1119.0,1118.9375,0.7543289065361023,0.5958066619932652,0.0,0.0
20251123-052209/3DBall,18.1861572265625,18.875808715820312,1005.8327026367188,1038.86865234375,0.012262633031544531,0.08613046025857324,1.407860723604639,1.3762309551239014,7.849999904632568,2.6472891630178474,10385.6669921875,10342.62451171875,2267.333251953125,2267.333251953125,2.0,1.1315261071704956,1119.0,1119.0,1.2617933750152588,0.6745253950357437,0.0,0.0
20251123-053940/3DBall,1.2378166913986206,1.3359025716781616,167.7847900390625,239.72666931152344,0.011507509897152532,1.2729301452636719,1.4191256441721103,1.4192869663238523,5.699999809265137,2.467886152790814,10522.3330078125,10378.735780297256,2267.333251953125,2267.333251953125,13.0,1.296747970871809,1119.0,1119.0,0.9457176327705384,0.6411726038630415,0.0,0.0
20251123-054351/3DBall,1.1908221244812012,1.2464842796325684,473.0905151367187,551.4352416992188,0.013079401726524,0.22218983372052506,1.4127496983631547,1.4042537212371826,6.099999904632568,2.341365460171757,10897.5,10568.939759036144,2267.333251953125,2267.333251953125,8.5,1.0963855450411877,1119.0,1119.0,0.9938167333602904,0.6552838043994215,0.0,0.0
20251123-055313/3DBall,1.7736841440200806,1.7736841440200806,140.4268341064453,140.4268341064453,0.017000911757349947,0.05062461085617535,1.403360480070114,1.38619863986969,7.800000190734863,2.680833321809769,10361.0,10299.25830078125,2267.333251953125,2267.333251953125,1.3333333730697632,1.0166666731238365,1119.0,1119.0,0.9013569355010986,0.6395909547805786,0.0,0.0
20251123-055609/3DBall,2.2148759365081787,2.2182319164276123,127.48242950439452,131.76712036132812,0.02425080436197189,0.0732635699889876,1.4201992571353912,1.4142457246780396,6.699999809265137,3.077499973773956,10252.3330078125,10230.86669921875,2267.333251953125,2267.333251953125,13.0,1.616666665673256,1119.0,1119.0,0.9455305337905884,0.6577899366617203,0.0,0.0
20251123-055836/3DBall,87.36429595947266,93.55386352539062,232.8463592529297,264.1152648925781,0.035570136068955656,0.08706541440409159,1.411184171350991,1.40560781955719,9.5,3.473170752932386,10244.0,10229.36992663872,2267.333251953125,2267.333251953125,3.5,1.3211382118667043,1120.0,1120.0,1.2400379180908203,0.6841720473475572,0.0,0.0
20251123-060316/3DBall,100.00001525878906,100.00001525878906,359.6258544921875,1985.5009765625,0.024060655812111944,0.0012505352831434712,1.1261046040489013,0.9846057295799256,9.649999618530272,4.154819284576967,10489.5,10390.835337443525,2267.333251953125,2267.333251953125,8.0,1.4066265056650322,1120.0,1120.0,1.1417222023010254,0.729882759143071,0.0,0.0
20251123-063633/3DBall,13.640742301940918,13.640742301940918,1116.2462158203125,1116.2462158203125,0.012888403997446049,0.25662469615538913,1.4151915721146457,1.405553936958313,8.850000381469727,2.6897590329130012,10631.6669921875,10496.971897355044,2267.333251953125,2267.333251953125,14.0,1.1335341395383858,1120.0,1120.0,1.1971410512924194,0.6796880123845066,0.0,0.0
20251123-065520/3DBall,1.1309832334518433,1.2048076391220093,292.88214111328125,306.027587890625,0.0114799011498689,0.6616968512535095,1.4155773331479329,1.4088751077651978,4.349999904632568,2.3162601575618837,10915.0,10535.207340891768,2267.333251953125,2267.333251953125,8.5,1.2642276432456039,1120.0,1120.0,1.0200212001800537,0.6718259693645849,0.0,0.0
20251123-070039/3DBall,100.00001525878906,100.00001525878906,191.84396362304688,237.18589782714844,0.03509325398640194,0.08225420506840399,1.345057263606932,1.2155436277389526,7.150000095367432,3.6654471478811126,10327.0,10306.922732469513,2267.333251953125,2267.333251953125,8.0,1.3414634146341464,1120.0,1120.0,1.4060310125350952,0.6842393649787437,0.0,0.0
20251123-070454/3DBall,6.612987995147705,7.326057434082031,223.60296630859375,227.53140258789065,0.025295090551177613,0.062204717658460085,1.4238915065439737,1.4093875885009766,8.600000381469727,2.806504101288028,10324.5,10300.87802496189,2267.333251953125,2267.333251953125,2.0,1.0162601659937602,1121.0,1120.9878048780488,1.0715621709823608,0.6727057731733089,0.0,0.0
20251123-070857/3DBall,10.646535873413086,10.646535873413086,703.8048095703125,703.8048095703125,0.012977789621800134,0.08717605161170161,1.3731929480311382,1.2949239015579224,8.550000190734863,2.7582329224391158,10377.6669921875,10307.887577654368,2267.333251953125,2267.333251953125,9.5,1.204819280699075,1121.0,1121.0,1.1553056240081787,0.7055652933307441,0.0,0.0
20251123-072051/3DBall,100.00001525878906,100.00001525878906,149.0062713623047,221.1078643798828,0.0343995921961639,0.040031801666570874,1.298615031126069,1.162560224533081,7.0,2.890650409023936,10190.5,10178.62197503811,2267.333251953125,2267.333251953125,2.0,1.2682926829268293,1121.0,1121.0,1.1132099628448486,0.7310863391655248,0.0,0.0
20251123-072446/3DBall,100.00001525878906,100.00001525878906,124.7964859008789,231.3358154296875,0.025073181351889687,0.009848016163627772,1.3829407982709931,1.3616936206817627,7.949999809265137,3.9215447263019843,10237.0,10224.016244283537,2267.333251953125,2267.333251953125,2.0,1.504065042588769,1121.0,1121.0,1.171581506729126,0.689544620310388,0.0,0.0
20251123-072849/3DBall,100.00001525878906,100.00001525878906,453.7506103515625,943.1682739257812,0.01801775426914291,0.04190788226818157,1.299004990652383,1.174458384513855,7.699999809265137,2.8905622477991035,10397.0,10343.138536568147,2267.333251953125,2267.333251953125,2.0,1.2991967890636031,1121.0,1121.0,1.3088717460632324,0.7301756490066827,0.0,0.0
20251123-074443/3DBall,1.2900595664978027,1.2900595664978027,56.72977828979492,56.72977828979492,0.0244274828583002,0.182302713394165,1.4189757704734802,1.4191938638687134,3.866666555404663,2.3875000029802322,10351.3330078125,10274.687377929688,2267.333251953125,2267.333251953125,1.6666666269302368,1.0416666641831398,1122.0,1122.0,0.8162121772766113,0.6289721541106701,0.0,0.0
20251123-074550/3DBall,20.896156311035156,20.896156311035156,1111.9910888671875,1111.9910888671875,0.013845843418190848,0.04228838440030808,1.4122664777629346,1.3753198385238647,9.399999618530272,2.2913654525595977,10875.0,10593.151602503765,2267.333251953125,2267.333251953125,2.0,1.0331325322748668,1122.0,1122.0,1.321208953857422,0.6910470569708261,0.0,0.0
20251123-080433/3DBall,1.4006249904632568,1.4006249904632568,82.00068664550781,82.00068664550781,0.0355015452951192,0.05148811079561705,1.4151421636343002,1.4098914861679075,4.166666507720947,2.69166661798954,10276.6669921875,10243.500122070312,2267.333251953125,2267.333251953125,1.0,1.0,1122.0,1122.0,0.7511419653892517,0.5939074754714966,0.0,0.0
20251123-080605/3DBall,4.142358303070068,4.142358303070068,130.87039184570312,130.87039184570312,0.0348896512931043,0.2661572356115688,1.3880626857280731,1.3661454916000366,6.849999904632568,2.794999986886978,10214.0,10201.941650390625,2267.333251953125,2267.333251953125,1.6666666269302368,1.0583333373069763,1122.0,1122.0,0.9347488880157472,0.6170068100094795,0.0,0.0
20251123-080832/3DBall,89.19231414794922,89.19231414794922,1054.6353759765625,1054.6353759765625,0.01325879183908299,0.019918165363681756,1.3486602198646729,1.2500545978546145,7.0,2.587550200611712,10564.0,10429.292162791791,2267.333251953125,2267.333251953125,2.0,1.132530124431633,1122.0,1122.0,1.4016804695129397,0.7073709262781832,0.0,0.0
20251123-082617/3DBall,100.00000762939452,100.00000762939452,1057.8616943359375,1057.8616943359375,0.01336414017714555,0.015279711835319133,1.3483505478824478,1.2446194887161257,7.099999904632568,2.6340361452964416,10577.0,10445.387542356928,2267.333251953125,2267.333251953125,2.0,1.1084337374532078,1122.0,1122.0,1.248686671257019,0.7123245641768697,0.0,0.0
20251123-084406/3DBall,1.2241779565811155,1.28924298286438,234.15463256835935,283.9447937011719,0.0126449381932616,0.3060808777809143,1.4180200390699433,1.4161890745162964,5.333333492279053,2.242682925084742,10855.5,10485.776391006097,2267.333251953125,2267.333251953125,1.3333333730697632,0.9756097604588765,1123.0,1123.0,0.9711735844612122,0.6441719626508108,0.0,0.0
20251123-084902/3DBall,97.9833526611328,100.00001525878906,82.63623046875,1201.6624755859375,0.03396810924477242,0.0009703437690445794,1.2578667258641807,1.1646170616149902,12.449999809265137,4.290963863033846,10337.5,10275.229915756778,2267.333251953125,2267.333251953125,3.0,1.1767068271895489,1123.0,1123.0,1.0826581716537476,0.6305586446121515,0.0,0.0
20251123-090918/3DBall,2.3085227012634277,2.3085227012634277,315.8010559082031,315.8010559082031,0.024586880657200955,0.23880101802448425,1.403965842433092,1.3863567113876345,7.300000190734863,2.7040650495668737,10291.0,10277.914634146342,2267.333251953125,2267.333251953125,9.5,1.158536589727169,1123.0,1123.0,0.8572914004325867,0.585638487484397,0.0,0.0
20251123-091451/3DBall,100.00000762939452,100.00000762939452,383.69134521484375,1248.7135009765625,0.025358662552510642,0.01593891536606405,1.0364203076046634,0.7282139658927917,9.649999618530272,2.682931725519249,10473.5,10410.425710655121,2267.333251953125,2267.333251953125,10.0,1.202811245817736,1123.0,1123.0,1.3381482362747192,0.7216952823730837,0.0,0.0
20251123-093551/3DBall,3.0058021545410156,3.0058021545410156,126.27559661865234,126.27559661865234,0.023541292514313316,0.5040083608844064,1.3879278600215912,1.3481165170669556,7.133333206176758,3.014999973773956,10297.0,10288.61669921875,2267.333251953125,2267.333251953125,2.0,1.1250000029802323,1123.0,1123.0,0.9022722840309144,0.6523959815502167,0.0,0.0
20251123-093813/3DBall,2.379999876022339,2.5788991451263428,331.8650207519531,354.9872131347656,0.017796911764889928,0.04453404325370982,1.4032422536756934,1.3815488815307615,4.699999809265137,2.660162594260239,10346.0,10321.487757240853,2267.333251953125,2267.333251953125,1.6666666269302368,1.036585370214974,1124.0,1123.9878048780488,1.1687761545181274,0.6411823710290397,0.0,0.0
20251123-094419/3DBall,100.00001525878906,100.00001525878906,239.80271911621097,336.53173828125,0.02435856652648548,0.03557571922125208,1.3094000554666287,1.153720140457153,8.25,3.663414635309359,10305.5,10289.617925876524,2267.333251953125,2267.333251953125,2.0,1.2276422788457173,1124.0,1124.0,1.1560968160629272,0.6276218702153462,0.0,0.0
20251123-095015/3DBall,1.3066264390945437,1.3066264390945437,49.48832702636719,49.48832702636719,0.03469087369740005,0.04819559492170805,1.4196945577859879,1.420388102531433,6.233333110809326,3.0666666328907013,10336.3330078125,10313.437377929688,2267.333251953125,2267.333251953125,12.0,2.33333333581686,1124.0,1124.0,0.8922291994094849,0.5930977687239647,0.0,0.0
20251123-095114/3DBall,1.0538599491119385,1.144299030303955,23.397449493408203,36.55413436889648,,,1.4189382642507553,1.4189382791519165,3.0333333015441895,2.1145833283662796,10421.6669921875,10336.125,2267.333251953125,2267.333251953125,10.5,2.1875,1124.0,1124.0,1.0607454776763916,0.6371561475098133,0.0,0.0
20251123-095200/3DBall,1.1500937938690186,1.2505881786346436,94.7998504638672,121.9025650024414,0.0184591226279735,0.837711751461029,1.416463041305542,1.4111435413360596,4.766666889190674,2.1425000011920927,10589.5,10415.06669921875,2267.333251953125,2267.333251953125,1.0,0.9833333343267441,1124.0,1124.0,0.9904581308364868,0.6491485297679901,0.0,0.0
20251123-095415/3DBall,100.00001525878906,100.00001525878906,447.6403198242187,848.4022216796875,0.023851979053334138,0.008963460872397027,1.312209891985698,1.262695550918579,11.5,4.339056234043765,10354.3330078125,10318.864463714232,2267.333251953125,2267.333251953125,10.0,1.5060240972832024,1125.0,1124.9969879518073,1.4240765571594238,0.7269724420754307,0.0,0.0
20251123-100835/3DBall,100.00001525878906,100.00001525878906,179.4057159423828,477.9622192382813,0.03525035269558425,0.12796424048913949,1.2849768314016872,1.2139332294464111,8.899999618530273,3.4090361149914292,10310.5,10294.19679499247,2267.333251953125,2267.333251953125,9.5,1.3373493983084896,1125.0,1125.0,1.27959942817688,0.6804720565497157,0.0,0.0
20251123-101643/3DBall,98.65001678466795,98.65001678466795,251.08920288085935,251.08920288085935,0.01744021712379017,0.10208734497427936,1.3916514704867107,1.3646715879440308,8.800000190734863,2.877235761502894,10349.0,10329.894316882623,2267.333251953125,2267.333251953125,2.0,1.1382113869597272,1125.0,1125.0,1.0729777812957764,0.6706610049416379,0.0,0.0
20251123-102113/3DBall,3.4801528453826904,3.4801528453826904,365.7798767089844,365.7798767089844,0.025364024875064648,0.1738647731641928,1.3841412300016822,1.3546329736709597,8.566666603088379,2.715040643040727,10403.3330078125,10357.191072789634,2267.333251953125,2267.333251953125,10.5,1.2398374022507086,1125.0,1125.0,0.9413877129554749,0.6132631716204853,0.0,0.0
